sno , title                                                                       , nco_2015 , nco_2004, division                                     , sub_division                                                    , group                                             , family
3050, "Roaster, Cocoa Bean"                                                       , 8160.6600,  8277.60, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Food and Related Products Machine Operators       , Food and Related Products Machine Operators
3051, "Filler, Aerated Water"                                                     , 8160.8300,  8278.65, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Food and Related Products Machine Operators       , Food and Related Products Machine Operators
3052, Cutting Machine Operator (Confectionery)                                    , 8160.1700,  8274.30, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Food and Related Products Machine Operators       , Food and Related Products Machine Operators
3053, "Crusher Operator, Sugarcane"                                               , 8160.3400,  8276.10, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Food and Related Products Machine Operators       , Food and Related Products Machine Operators
3054, Carbonation Storage Tank Attendant                                          , 8160.5000,  8276.79, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Food and Related Products Machine Operators       , Food and Related Products Machine Operators
3055, Brew Master                                                                 , 8160.6800,  8278.10, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Food and Related Products Machine Operators       , Food and Related Products Machine Operators
3056, "Filler, Aerated Water, Hand Machine"                                       , 8160.8400,  8278.70, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Food and Related Products Machine Operators       , Food and Related Products Machine Operators
3057, "Chocolate Maker, Helper"                                                   , 8160.1800,  8274.40, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Food and Related Products Machine Operators       , Food and Related Products Machine Operators
3058, Filter Pressman                                                             , 8160.3500,  8276.20, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Food and Related Products Machine Operators       , Food and Related Products Machine Operators
3059, "Sulphitation Man, Sugar"                                                   , 8160.5100,  8276.80, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Food and Related Products Machine Operators       , Food and Related Products Machine Operators
3060, Malt Maker                                                                  , 8160.6900,  8278.12, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Food and Related Products Machine Operators       , Food and Related Products Machine Operators
3061, "Drier and Cooler Operator, Tobacco"                                        , 8160.8600,  8279.30, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Food and Related Products Machine Operators       , Food and Related Products Machine Operators
3062, "Flake Miller, Wheat and Oats (Grain-Feed Mills)"                           , 8160.1900,  8274.50, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Food and Related Products Machine Operators       , Food and Related Products Machine Operators
3063, Dorr Clarifier Operator                                                     , 8160.3600,  8276.30, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Food and Related Products Machine Operators       , Food and Related Products Machine Operators
3064, "Eliminator Attendant, Sugar"                                               , 8160.5200,  8276.81, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Food and Related Products Machine Operators       , Food and Related Products Machine Operators
3065, Masher                                                                      , 8160.7000,  8278.14, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Food and Related Products Machine Operators       , Food and Related Products Machine Operators
3066, "Cutting Machine Operator, Tobacco"                                         , 8160.8700,  8279.40, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Food and Related Products Machine Operators       , Food and Related Products Machine Operators
3067, Noodle Press Operator                                                       , 8160.2000,  8274.60, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Food and Related Products Machine Operators       , Food and Related Products Machine Operators
3068, "Evaporator Operator, Sugar"                                                , 8160.3700,  8276.40, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Food and Related Products Machine Operators       , Food and Related Products Machine Operators
3069, "Settling Tank Man, Sugar"                                                  , 8160.5300,  8276.82, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Food and Related Products Machine Operators       , Food and Related Products Machine Operators
3070, Fermentation Man                                                            , 8160.7100,  8278.16, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Food and Related Products Machine Operators       , Food and Related Products Machine Operators
3071, Cigarette Making Machine Operator                                           , 8160.8800,  8279.50, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Food and Related Products Machine Operators       , Food and Related Products Machine Operators
3072, Pasteurising Plant Operator (Dairy)                                         , 8160.0300,  8272.10, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Food and Related Products Machine Operators       , Food and Related Products Machine Operators
3073, Peeling Machine Operator (Food Canning and Preserving)                      , 8160.2200,  8275.10, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Food and Related Products Machine Operators       , Food and Related Products Machine Operators
3074, "Panman, Sugar"                                                             , 8160.3800,  8276.50, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Food and Related Products Machine Operators       , Food and Related Products Machine Operators
3075, Works Poor Attendant                                                        , 8160.5400,  8276.83, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Food and Related Products Machine Operators       , Food and Related Products Machine Operators
3076, Yeast Maker                                                                 , 8160.7200,  8278.18, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Food and Related Products Machine Operators       , Food and Related Products Machine Operators
3077, Stingy Cigarette Slitting Machine Operator                                  , 8160.8900,  8279.60, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Food and Related Products Machine Operators       , Food and Related Products Machine Operators
3078, "Drier, Handmade Paper"                                                     , 8171.2100,  8143.55, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Wood Processing and Papermaking Plant Operators   , Pulp and Papermaking Plant Operators
3079, "Chipperman, Paper Pulp"                                                    , 8171.0100,  8142.10, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Wood Processing and Papermaking Plant Operators   , Pulp and Papermaking Plant Operators
3080, "Calenderman, Handmade Paper"                                               , 8171.2400,  8143.70, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Wood Processing and Papermaking Plant Operators   , Pulp and Papermaking Plant Operators
3081, "Grinder, Paper Pulp"                                                       , 8171.0200,  8142.15, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Wood Processing and Papermaking Plant Operators   , Pulp and Papermaking Plant Operators
3082, "Coating Machine Operator, Hardboard (Paper Goods)"                         , 8171.2500,  8143.80, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Wood Processing and Papermaking Plant Operators   , Pulp and Papermaking Plant Operators
3083, "Sorter, Paper Pulp"                                                        , 8171.0400,  8142.25, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Wood Processing and Papermaking Plant Operators   , Pulp and Papermaking Plant Operators
3084, "Pulp and Papermaking Plant Operators, Other"                               , 8171.9900,  8143.90, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Wood Processing and Papermaking Plant Operators   , Pulp and Papermaking Plant Operators
3085, "Cutter, Paper Pulp"                                                        , 8171.0500,  8142.30, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Wood Processing and Papermaking Plant Operators   , Pulp and Papermaking Plant Operators
3086, "Liquor Maker, Paper Pulp"                                                  , 8171.0600,  8142.35, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Wood Processing and Papermaking Plant Operators   , Pulp and Papermaking Plant Operators
3087, "Causticman, Paper Pulp/Causticizing Operator"                              , 8171.0800,  8142.45, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Wood Processing and Papermaking Plant Operators   , Pulp and Papermaking Plant Operators
3088, "Bleacher, Paper Pulp"                                                      , 8171.0900,  8142.50, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Wood Processing and Papermaking Plant Operators   , Pulp and Papermaking Plant Operators
3089, "Agitator, Paper Pulp"                                                      , 8171.1100,  8142.60, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Wood Processing and Papermaking Plant Operators   , Pulp and Papermaking Plant Operators
3090, "Machine Operator, Paper"                                                   , 8171.1200,  8143.10, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Wood Processing and Papermaking Plant Operators   , Pulp and Papermaking Plant Operators
3091, "Wire Boy, Paper"                                                           , 8171.1400,  8143.20, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Wood Processing and Papermaking Plant Operators   , Pulp and Papermaking Plant Operators
3092, "Cutter, Paper"                                                             , 8171.1600,  8143.30, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Wood Processing and Papermaking Plant Operators   , Pulp and Papermaking Plant Operators
3093, "Finisher, Paper"                                                           , 8171.1700,  8143.35, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Wood Processing and Papermaking Plant Operators   , Pulp and Papermaking Plant Operators
3094, "Vat Man, Handmade Paper"                                                   , 8171.1800,  8143.40, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Wood Processing and Papermaking Plant Operators   , Pulp and Papermaking Plant Operators
3095, "Transferor, Handmade Paper"                                                , 8171.1900,  8143.45, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Wood Processing and Papermaking Plant Operators   , Pulp and Papermaking Plant Operators
3096, "Tub-Sizer, Handmade Paper"                                                 , 8171.2000,  8143.50, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Wood Processing and Papermaking Plant Operators   , Pulp and Papermaking Plant Operators
3097, "Wood Sawyer, Machine, General"                                             , 8172.0100,  8141.10, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Wood Processing and Papermaking Plant Operators   , Wood Processing Plant Operators
3098, "Wood Sawyer, Edger"                                                        , 8172.0200,  8141.20, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Wood Processing and Papermaking Plant Operators   , Wood Processing Plant Operators
3099, Band Saw Operator                                                           , 8172.0300,  8141.25, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Wood Processing and Papermaking Plant Operators   , Wood Processing Plant Operators
3100, Circular Saw Operator                                                       , 8172.0400,  8141.30, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Wood Processing and Papermaking Plant Operators   , Wood Processing Plant Operators
3101, Veneer Cutter                                                               , 8172.0700,  8141.55, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Wood Processing and Papermaking Plant Operators   , Wood Processing Plant Operators
3102, Peeling Machine Operator                                                    , 8172.0800,  8141.60, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Wood Processing and Papermaking Plant Operators   , Wood Processing Plant Operators
3103, "Barrel-Lathe Operator, Outside (Wood Container)"                           , 8172.0900,  8141.62, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Wood Processing and Papermaking Plant Operators   , Wood Processing Plant Operators
3104, Wood Chopping Machine Operator                                              , 8172.1000,  8141.65, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Wood Processing and Papermaking Plant Operators   , Wood Processing Plant Operators
3105, Core Laying Machine Operator                                                , 8172.1100,  8141.70, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Wood Processing and Papermaking Plant Operators   , Wood Processing Plant Operators
3106, "Core Layer, Plywood"                                                       , 8172.1200,  8141.75, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Wood Processing and Papermaking Plant Operators   , Wood Processing Plant Operators
3107, "Wood Processing Plant Operators and Related Workers, Other"                , 8172.9900,  8141.90, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Wood Processing and Papermaking Plant Operators   , Wood Processing Plant Operators
3108, "Machineman, Sheet Glass"                                                   , 8181.0200,  8131.15, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Other Stationary Plant and Machine Operators      , Glass and Ceramics Plant Operators
3109, Graduating Machine Operator (Glass)                                         , 8181.2000,  8131.80, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Other Stationary Plant and Machine Operators      , Glass and Ceramics Plant Operators
3110, Pressman (Glass)                                                            , 8181.0300,  8131.20, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Other Stationary Plant and Machine Operators      , Glass and Ceramics Plant Operators
3111, Batch Mixer (Glass)                                                         , 8181.2100,  8139.10, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Other Stationary Plant and Machine Operators      , Glass and Ceramics Plant Operators
3112, Pressman (Ceramics)                                                         , 8181.0400,  8131.22, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Other Stationary Plant and Machine Operators      , Glass and Ceramics Plant Operators
3113, Abrasive Mixer                                                              , 8181.2200,  8139.15, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Other Stationary Plant and Machine Operators      , Glass and Ceramics Plant Operators
3114, "Extruding Press Operator, Clay"                                            , 8181.0500,  8131.23, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Other Stationary Plant and Machine Operators      , Glass and Ceramics Plant Operators
3115, Mixing Machine Operator (Abrasive)                                          , 8181.2300,  8139.20, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Other Stationary Plant and Machine Operators      , Glass and Ceramics Plant Operators
3116, Rollerman (Glass)                                                           , 8181.0600,  8131.25, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Other Stationary Plant and Machine Operators      , Glass and Ceramics Plant Operators
3117, Ball Mill Operator (Cement & Ceramics)                                      , 8181.2400,  8139.30, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Other Stationary Plant and Machine Operators      , Glass and Ceramics Plant Operators
3118, Pressman (Abrasive)                                                         , 8181.0700,  8131.28, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Other Stationary Plant and Machine Operators      , Glass and Ceramics Plant Operators
3119, Pug Mill Operator (Ceramics)                                                , 8181.2500,  8139.40, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Other Stationary Plant and Machine Operators      , Glass and Ceramics Plant Operators
3120, Tube and Rod Drawer (Glass)                                                 , 8181.0800,  8131.30, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Other Stationary Plant and Machine Operators      , Glass and Ceramics Plant Operators
3121, Shaving Machine Operator (Abrasive)                                         , 8181.2600,  8139.50, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Other Stationary Plant and Machine Operators      , Glass and Ceramics Plant Operators
3122, Polisher (Glass Manufacturing)                                              , 8181.1000,  8131.37, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Other Stationary Plant and Machine Operators      , Glass and Ceramics Plant Operators
3123, Slip Maker (Ceramics)                                                       , 8181.2700,  8139.60, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Other Stationary Plant and Machine Operators      , Glass and Ceramics Plant Operators
3124, "Modeller, Pottery and Porcelain"                                           , 8181.1100,  8131.40, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Other Stationary Plant and Machine Operators      , Glass and Ceramics Plant Operators
3125, Glaze Maker                                                                 , 8181.2800,  8139.65, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Other Stationary Plant and Machine Operators      , Glass and Ceramics Plant Operators
3126, "Furnace Man, Glass/Furnace Operator"                                       , 8181.1200,  8131.50, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Other Stationary Plant and Machine Operators      , Glass and Ceramics Plant Operators
3127, Edge Operator (Abrasive)                                                    , 8181.2900,  8139.70, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Other Stationary Plant and Machine Operators      , Glass and Ceramics Plant Operators
3128, Annealer (Glass Product)                                                    , 8181.1400,  8131.65, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Other Stationary Plant and Machine Operators      , Glass and Ceramics Plant Operators
3129, Wet Disk Operator (Abrasive)                                                , 8181.3000,  8139.75, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Other Stationary Plant and Machine Operators      , Glass and Ceramics Plant Operators
3130, "Kiln Man, Pottery and Porcelain"                                           , 8181.1500,  8131.70, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Other Stationary Plant and Machine Operators      , Glass and Ceramics Plant Operators
3131, Burner Cement                                                               , 8181.3100,  8139.80, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Other Stationary Plant and Machine Operators      , Glass and Ceramics Plant Operators
3132, "Kiln Loader, Pottery and Porcelain"                                        , 8181.1600,  8131.72, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Other Stationary Plant and Machine Operators      , Glass and Ceramics Plant Operators
3133, Clay Modeller                                                               , 8181.3200,  8139.82, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Other Stationary Plant and Machine Operators      , Glass and Ceramics Plant Operators
3134, "Kiln Man, Brick and Tile"                                                  , 8181.1700,  8131.75, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Other Stationary Plant and Machine Operators      , Glass and Ceramics Plant Operators
3135, Fiberglass – Machine Operator                                               , 8181.3300,  8139.85, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Other Stationary Plant and Machine Operators      , Glass and Ceramics Plant Operators
3136, "Kiln Loader, Brick and Tile"                                               , 8181.1800,  8131.77, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Other Stationary Plant and Machine Operators      , Glass and Ceramics Plant Operators
3137, Furnace Helper                                                              , 8181.3400,         , "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Other Stationary Plant and Machine Operators      , Glass and Ceramics Plant Operators
3138, Blowing Machine Operator (Glass)                                            , 8181.0100,  8131.10, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Other Stationary Plant and Machine Operators      , Glass and Ceramics Plant Operators
3139, Bricklayer (Brick & Tile)                                                   , 8181.1900,  8131.79, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Other Stationary Plant and Machine Operators      , Glass and Ceramics Plant Operators
3140, "Glass and Ceramics Plant Operators, Other"                                 , 8181.9900,  8139.90, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Other Stationary Plant and Machine Operators      , Glass and Ceramics Plant Operators
3141, "Boiler, Tindal"                                                            , 8182.0100,  8162.10, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Other Stationary Plant and Machine Operators      , Steam Engine and Boiler Operators
3142, "Boiler, Attendant"                                                         , 8182.0200,  8162.20, "Plant and Machine Operators, and Assemblers", Stationary Plant and Machine Operators                          , Other Stationary Plant and Machine Operators      , Steam Engine and Boiler Operators
