sno,title,nco_2015,nco_2004,division,sub_division,group,family
2032,"Machinery Mechanics and Fitters, Other",7233.9900,7233.90,Craft and Related Trades Workers,"Metal, Machinery and Related Trades Workers",Machinery Mechanics and Repairers,Agricultural and Industrial Machinery Mechanics and Repairers
2033,"Mechanic, Petrol Engine",7233.0300,7233.22,Craft and Related Trades Workers,"Metal, Machinery and Related Trades Workers",Machinery Mechanics and Repairers,Agricultural and Industrial Machinery Mechanics and Repairers
2034,"Mechanic, Mining Machinery",7233.1500,7233.44,Craft and Related Trades Workers,"Metal, Machinery and Related Trades Workers",Machinery Mechanics and Repairers,Agricultural and Industrial Machinery Mechanics and Repairers
2035,Bearing Maintenance,7233.0301,,Craft and Related Trades Workers,"Metal, Machinery and Related Trades Workers",Machinery Mechanics and Repairers,Agricultural and Industrial Machinery Mechanics and Repairers
2036,"Mechanic, Textile Machinery",7233.1600,7233.46,Craft and Related Trades Workers,"Metal, Machinery and Related Trades Workers",Machinery Mechanics and Repairers,Agricultural and Industrial Machinery Mechanics and Repairers
2037,"Mechanic, Diesel Engine",7233.0400,7233.24,Craft and Related Trades Workers,"Metal, Machinery and Related Trades Workers",Machinery Mechanics and Repairers,Agricultural and Industrial Machinery Mechanics and Repairers
2038,"Mechanic, Printing Machinery",7233.1700,7233.48,Craft and Related Trades Workers,"Metal, Machinery and Related Trades Workers",Machinery Mechanics and Repairers,Agricultural and Industrial Machinery Mechanics and Repairers
2039,Belt Conveyor Maintenance,7233.0401,,Craft and Related Trades Workers,"Metal, Machinery and Related Trades Workers",Machinery Mechanics and Repairers,Agricultural and Industrial Machinery Mechanics and Repairers
2040,"Mechanic, Sewing Machine",7233.1800,7233.52,Craft and Related Trades Workers,"Metal, Machinery and Related Trades Workers",Machinery Mechanics and Repairers,Agricultural and Industrial Machinery Mechanics and Repairers
2041,Conveyor Operation and Maintenance,7233.0402,,Craft and Related Trades Workers,"Metal, Machinery and Related Trades Workers",Machinery Mechanics and Repairers,Agricultural and Industrial Machinery Mechanics and Repairers
2042,"Lamp Repairman, Mines",7233.1900,7233.55,Craft and Related Trades Workers,"Metal, Machinery and Related Trades Workers",Machinery Mechanics and Repairers,Agricultural and Industrial Machinery Mechanics and Repairers
2043,Fitter Instrumentation,7311.0401,,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Precision Instrument Makers and Repairers
2044,"Viewer, Workshop",7311.0500,7311.35,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Precision Instrument Makers and Repairers
2045,"Mechanic, Atomizer and Fuel Pump (Diesel)",7311.0600,7311.40,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Precision Instrument Makers and Repairers
2046,"Calibrator, Glass",7311.0900,7311.65,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Precision Instrument Makers and Repairers
2047,"Mechanic, Optical Instrument",7311.0800,7311.60,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Precision Instrument Makers and Repairers
2048,Calibrator (Instrument & Apparatus),7311.1000,7311.67,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Precision Instrument Makers and Repairers
2049,Calibration Technician,7311.1001,,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Precision Instrument Makers and Repairers
2050,Calibration Engineer,7311.1002,,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Precision Instrument Makers and Repairers
2051,"Calibrator, Other",7311.1100,7311.70,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Precision Instrument Makers and Repairers
2052,Orthopaedic Appliances and Limb Technician,7311.1200,7311.75,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Precision Instrument Makers and Repairers
2053,"Instrument Maker, Other",7311.1400,7311.85,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Precision Instrument Makers and Repairers
2054,"Mechanic Precision Instrument, General",7311.0100,7311.10,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Precision Instrument Makers and Repairers
2055,"Precision Instrument Makers and Repairers, Other",7311.9900,7311.90,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Precision Instrument Makers and Repairers
2056,Technician Instrumentation,7311.0101,,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Precision Instrument Makers and Repairers
2057,Watch Repairer,7311.0200,7311.20,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Precision Instrument Makers and Repairers
2058,Assembler (Clock & Watch),7311.0300,7311.25,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Precision Instrument Makers and Repairers
2059,"Mechanic Precision Instrument, Mechanical",7311.0400,7311.30,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Precision Instrument Makers and Repairers
2060,Bellow Man (Harmonium),7312.0500,7312.22,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Musical Instrument Makers and Tuners
2061,Reed Fitter (Harmonium),7312.0600,7312.25,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Musical Instrument Makers and Tuners
2062,Finisher (Harmonium),7312.0800,7312.30,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Musical Instrument Makers and Tuners
2063,Organ Tuner,7312.1000,7312.35,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Musical Instrument Makers and Tuners
2064,Piano Tuner,7312.1200,7312.43,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Musical Instrument Makers and Tuners
2065,Tabla Maker (Musical Instrument),7312.1300,7312.43,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Musical Instrument Makers and Tuners
2066,"Drum Maker, Musical",7312.1400,7312.50,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Musical Instrument Makers and Tuners
2067,Clarinet Assembler,7312.1500,7312.55,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Musical Instrument Makers and Tuners
2068,Bagpipe Maker,7312.1600,7312.58,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Musical Instrument Makers and Tuners
2069,Brass Musical Instruments Assembler,7312.1700,7312.60,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Musical Instrument Makers and Tuners
2070,Musical Instrument Repairer,7312.1800,7312.65,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Musical Instrument Makers and Tuners
2071,"Musical Instrument Makers and Tuners, Other",7312.9900,7312.90,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Musical Instrument Makers and Tuners
2072,Musical Instrument Maker (String ),7312.0100,7312.10,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Musical Instrument Makers and Tuners
2073,Harmonium Maker,7312.0200,7312.15,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Musical Instrument Makers and Tuners
2074,Harmonium Key Maker,7312.0300,7312.18,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Musical Instrument Makers and Tuners
2075,Harmonium Fitter,7312.0400,7312.20,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Musical Instrument Makers and Tuners
2076,"Wire Maker, Gold and Silver/Component Maker",7313.0201,7313.15,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Jewellery and Precision Metal Workers
2077,Rough Marker,7313.0903,,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Jewellery and Precision Metal Workers
2078,Bottom Polisher,7313.1504,,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Jewellery and Precision Metal Workers
2079,Gemstone Thread Maker,7313.0202,,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Jewellery and Precision Metal Workers
2080,Gem Slicer/Gemstone Rough Cutter,7313.1001,7313.45,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Jewellery and Precision Metal Workers
2081,Gemstone Girdle Polisher,7313.1505,,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Jewellery and Precision Metal Workers
2082,"Gold Curer, General/Gold Refiner",7313.0301,7313.18,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Jewellery and Precision Metal Workers
2083,Gem Cleaver,7313.1101,7313.50,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Jewellery and Precision Metal Workers
2084,Gemstone Polisher,7313.1506,,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Jewellery and Precision Metal Workers
2085,"Gold Curer, Mint/Gold Melter and Refiner",7313.0401,7313.20,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Jewellery and Precision Metal Workers
2086,Inclusion Plotter,7313.1201,7313.1201,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Jewellery and Precision Metal Workers
2087,Gemstone Pre-Shaper,7313.1601,,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Jewellery and Precision Metal Workers
2088,Gold Foil Maker,7313.0500,7313.22,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Jewellery and Precision Metal Workers
2089,Planner,7313.1202,,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Jewellery and Precision Metal Workers
2090,Gemstone Final Shaper and Calibrator,7313.1602,,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Jewellery and Precision Metal Workers
2091,"Leaf Maker, Gold and Silver",7313.0600,7313.22,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Jewellery and Precision Metal Workers
2092,"Gem Grinder, Hand",7313.1300,7313.55,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Jewellery and Precision Metal Workers
2093,Gem Driller,7313.1701,7313.68,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Jewellery and Precision Metal Workers
2094,Goldsmith,7313.0700,7313.28,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Jewellery and Precision Metal Workers
2095,Manual Bruter,7313.1301,,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Jewellery and Precision Metal Workers
2096,Jewellery Engraver,7313.1800,7313.70,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Jewellery and Precision Metal Workers
2097,Polisher and Cleaner,7313.0701,,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Jewellery and Precision Metal Workers
2098,Auto Blocker,7313.1302,,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Jewellery and Precision Metal Workers
2099,Engraver,7313.1900,,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Jewellery and Precision Metal Workers
2100,Goldsmith Enameller,7313.0702,,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Jewellery and Precision Metal Workers
2101,Gemstone Facet Maker,7313.1303,,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Jewellery and Precision Metal Workers
2102,"Embosser, Sheet",7313.2200,7313.75,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Jewellery and Precision Metal Workers
2103,Goldsmith Frame Maker,7313.0703,,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Jewellery and Precision Metal Workers
2104,Table Cutter,7313.1304,,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Jewellery and Precision Metal Workers
2105,"Inlayer, Metal",7313.2300,7313.78,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Jewellery and Precision Metal Workers
2106,Jewel Setter/Setter,7313.0801,7313.30,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Jewellery and Precision Metal Workers
2107,Manual Blocker,7313.1305,,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Jewellery and Precision Metal Workers
2108,Rubber Mould Maker,7313.2401,7313.78,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Jewellery and Precision Metal Workers
2109,Metal Setter,7313.0802,,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Jewellery and Precision Metal Workers
2110,Auto Bruter,7313.1306,,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Jewellery and Precision Metal Workers
2111,Wax Piece Maker,7313.2402,,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Jewellery and Precision Metal Workers
2112,"Roller, Gold and Silver",7313.0100,7313.10,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Jewellery and Precision Metal Workers
2113,Wax Setter,7313.0803,,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Jewellery and Precision Metal Workers
2114,"Gem Polisher, Hand",7313.1400,7313.60,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Jewellery and Precision Metal Workers
2115,Boiling In-Charge,7313.2501,,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Jewellery and Precision Metal Workers
2116,Jewellery Polisher,7313.0101,,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Jewellery and Precision Metal Workers
2117,Wax Tree Maker,7313.0804,,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Jewellery and Precision Metal Workers
2118,Diamond Assorter,7313.1501,,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Jewellery and Precision Metal Workers
2119,Final Quality Inspector,7313.2601,,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Jewellery and Precision Metal Workers
2120,Plater,7313.0102,,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Jewellery and Precision Metal Workers
2121,Gem Sorter,7313.0901,7313.35,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Jewellery and Precision Metal Workers
2122,Polished Diamond Grader & Assorter (Basic),7313.1502,,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Jewellery and Precision Metal Workers
2123,"Jewellery, Goldsmith and Silversmith Workers, Other",7313.9900,7313.90,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Jewellery and Precision Metal Workers
2124,Filer and Assembler,7313.0103,,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Jewellery and Precision Metal Workers
2125,Rough Assorter,7313.0902,,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Jewellery and Precision Metal Workers
2126,Polished Diamond Grader & Assorter (Advance),7313.1503,,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Jewellery and Precision Metal Workers
2127,"Caster, Pottery and Porcelain",7314.0200,7321.15,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Potters and Related Workers
2128,Clay Toy Maker/Hand Moulder,7314.0300,7321.20,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Potters and Related Workers
2129,"Moulder, Hand (Ceramics)",7314.0400,7321.25,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Potters and Related Workers
2130,Maker (Pottery and Porcelain)/Jigger and Jolly Operator,7314.0500,7321.30,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Potters and Related Workers
2131,Turner Pottery and Porcelain,7314.0600,7321.35,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Potters and Related Workers
2132,"Bricks and Tile Moulder, Hand",7314.0700,7321.40,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Potters and Related Workers
2133,Abrasive Wheel Moulder,7314.0800,7321.50,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Potters and Related Workers
2134,Potter (Pottery and Porcelain)/Potter's Wheel Operator,7314.0900,7321.60,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Potters and Related Workers
2135,Granulator Attendant (Cement),7314.1000,7329.20,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Potters and Related Workers
2136,Clay Maker (Pottery),7314.1100,7329.25,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Potters and Related Workers
2137,Checker (Ceramics),7314.1200,7329.35,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Potters and Related Workers
2138,"Sorter, Brick and Tile",7314.1300,7329.40,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Potters and Related Workers
2139,"Abrasive Wheel Formers, Potters and Related Workers, Other",7314.9900,7321.90,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Potters and Related Workers
2140,"Mould Maker, Pottery and Porcelain",7314.0100,7321.10,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,Potters and Related Workers
2141,Mouldman (Glass),7315.0600,7322.20,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,"Glass Makers, Cutters, Grinders and Finishers"
2142,"Crusher Attendant, Stone",7315.2200,7329.10,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,"Glass Makers, Cutters, Grinders and Finishers"
2143,Bender (Glass),7315.0700,7322.22,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,"Glass Makers, Cutters, Grinders and Finishers"
2144,Grinder (Stone and Clay),7315.2300,7329.15,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,"Glass Makers, Cutters, Grinders and Finishers"
2145,Gatherer (Glass),7315.0800,7322.24,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,"Glass Makers, Cutters, Grinders and Finishers"
2146,"Sorter, Glass Products",7315.2400,7329.30,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,"Glass Makers, Cutters, Grinders and Finishers"
2147,Drawer (Glass),7315.0900,7322.26,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,"Glass Makers, Cutters, Grinders and Finishers"
2148,"Glass Makers, Cutters, Grinders and Finishers, Other",7315.9900,7322.90,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,"Glass Makers, Cutters, Grinders and Finishers"
2149,Bead Maker (Glass),7315.1000,7322.28,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,"Glass Makers, Cutters, Grinders and Finishers"
2150,Optical Worker,7315.1100,7322.29,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,"Glass Makers, Cutters, Grinders and Finishers"
2151,Lens Grinder,7315.1200,7322.30,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,"Glass Makers, Cutters, Grinders and Finishers"
2152,Edger (Optical glass),7315.1300,7322.32,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,"Glass Makers, Cutters, Grinders and Finishers"
2153,Lens Polisher (Optical),7315.1400,7322.34,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,"Glass Makers, Cutters, Grinders and Finishers"
2154,Lens Centerer and Edger (Optical Glass),7315.1500,7322.35,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,"Glass Makers, Cutters, Grinders and Finishers"
2155,Wheel Grinder (Glass),7315.1600,7322.38,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,"Glass Makers, Cutters, Grinders and Finishers"
2156,Edge Finisher (Glass),7315.1700,7322.40,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,"Glass Makers, Cutters, Grinders and Finishers"
2157,"Cutter, Glass Bangles",7315.1800,7322.45,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,"Glass Makers, Cutters, Grinders and Finishers"
2158,"Blower, Glass",7315.0100,7322.10,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,"Glass Makers, Cutters, Grinders and Finishers"
2159,Cooling Man (Glass),7315.1900,7322.50,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,"Glass Makers, Cutters, Grinders and Finishers"
2160,"Blower, Laboratory Apparatus",7315.0200,7322.12,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,"Glass Makers, Cutters, Grinders and Finishers"
2161,"Glass Cutter, Other",7315.2000,7322.55,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,"Glass Makers, Cutters, Grinders and Finishers"
2162,Blower Helper (Glass),7315.0300,7322.14; 7322.16; 7322.18,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,"Glass Makers, Cutters, Grinders and Finishers"
2163,"Joiner, Glass Bangles",7315.2100,7322.60,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,"Glass Makers, Cutters, Grinders and Finishers"
2164,"Engraver, Glass",7316.0100,7323.10,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,"Signwriter, Decorative Painters, Engravers and Etchers"
2165,Glass Etcher,7316.0200,7323.20,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,"Signwriter, Decorative Painters, Engravers and Etchers"
2166,Sand Blaster (Glass),7316.0300,7323.30,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,"Signwriter, Decorative Painters, Engravers and Etchers"
2167,Volume Man/Calibrating Technician,7316.0400,7323.40,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,"Signwriter, Decorative Painters, Engravers and Etchers"
2168,"Waxing Man (Glass)/Helper Calibrator/Decorator, Glass",7316.0500,7323.50,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,"Signwriter, Decorative Painters, Engravers and Etchers"
2169,Glass Enameller,7316.0600,7324.10,Craft and Related Trades Workers,Handicraft and Printing Workers,Handicraft Workers,"Signwriter, Decorative Painters, Engravers and Etchers"
