sno,title,nco_2015,nco_2004,division,sub_division,group,family
2565,Quality Control Inspector – Statistical Process Control,7543.3004,,Craft and Related Trades Workers,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",Other Craft and Related Workers,Product Graders and Testers (Excluding Food and Beverages)
2566,Performance Tester,7543.0802,,Craft and Related Trades Workers,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",Other Craft and Related Workers,Product Graders and Testers (Excluding Food and Beverages)
2567,Quality Control Inspector – Visual Inspection,7543.3005,,Craft and Related Trades Workers,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",Other Craft and Related Workers,Product Graders and Testers (Excluding Food and Beverages)
2568,Reliability Tester,7543.0803,,Craft and Related Trades Workers,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",Other Craft and Related Workers,Product Graders and Testers (Excluding Food and Beverages)
2569,Factory Compliance Auditor,7543.4001,,Craft and Related Trades Workers,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",Other Craft and Related Workers,Product Graders and Testers (Excluding Food and Beverages)
2570,Safety Testing Technician,7543.0804,,Craft and Related Trades Workers,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",Other Craft and Related Workers,Product Graders and Testers (Excluding Food and Beverages)
2571,Sampling Co-Ordinator,7543.5001,,Craft and Related Trades Workers,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",Other Craft and Related Workers,Product Graders and Testers (Excluding Food and Beverages)
2572,Television Installation Man,7422.1100,7243.40,Craft and Related Trades Workers,Electrical and Electronics Trades Workers,Electronics and Telecommunication Installers and Repairers,Information and Communications Technology Installers and Servicers
2573,Test and Repair Technician,7422.2201,,Craft and Related Trades Workers,Electrical and Electronics Trades Workers,Electronics and Telecommunication Installers and Repairers,Information and Communications Technology Installers and Servicers
2574,Installation Mechanic,7422.0100,7244.10,Craft and Related Trades Workers,Electrical and Electronics Trades Workers,Electronics and Telecommunication Installers and Repairers,Information and Communications Technology Installers and Servicers
2575,Cable Television Installer,7422.1200,7243.45,Craft and Related Trades Workers,Electrical and Electronics Trades Workers,Electronics and Telecommunication Installers and Repairers,Information and Communications Technology Installers and Servicers
2576,Smartphones Repair Technician,7422.2301,,Craft and Related Trades Workers,Electrical and Electronics Trades Workers,Electronics and Telecommunication Installers and Repairers,Information and Communications Technology Installers and Servicers
2577,Maintenance Mechanic,7422.0200,7244.20,Craft and Related Trades Workers,Electrical and Electronics Trades Workers,Electronics and Telecommunication Installers and Repairers,Information and Communications Technology Installers and Servicers
2578,Set-Top Box Installer/Service Technician,7422.1201,,Craft and Related Trades Workers,Electrical and Electronics Trades Workers,Electronics and Telecommunication Installers and Repairers,Information and Communications Technology Installers and Servicers
2579,Tower Technician,7422.3001,,Craft and Related Trades Workers,Electrical and Electronics Trades Workers,Electronics and Telecommunication Installers and Repairers,Information and Communications Technology Installers and Servicers
2580,Fault Management Engineer,7422.0201,7244.20,Craft and Related Trades Workers,Electrical and Electronics Trades Workers,Electronics and Telecommunication Installers and Repairers,Information and Communications Technology Installers and Servicers
2581,DTH Set-Top Box Installer and Service Technician,7422.1202,,Craft and Related Trades Workers,Electrical and Electronics Trades Workers,Electronics and Telecommunication Installers and Repairers,Information and Communications Technology Installers and Servicers
2582,"Information and Communications Technology Installers and Servicers, Other",7422.9900,,Craft and Related Trades Workers,Electrical and Electronics Trades Workers,Electronics and Telecommunication Installers and Repairers,Information and Communications Technology Installers and Servicers
2583,Grass Root Telecom Provider (GRTP),7422.0202,7244.20,Craft and Related Trades Workers,Electrical and Electronics Trades Workers,Electronics and Telecommunication Installers and Repairers,Information and Communications Technology Installers and Servicers
2584,DAS Set-Top Box Installer and Service Technician,7422.1203,,Craft and Related Trades Workers,Electrical and Electronics Trades Workers,Electronics and Telecommunication Installers and Repairers,Information and Communications Technology Installers and Servicers
2585,Handset Repair Engineer (Level II),7422.0203,,Craft and Related Trades Workers,Electrical and Electronics Trades Workers,Electronics and Telecommunication Installers and Repairers,Information and Communications Technology Installers and Servicers
2586,Television Service and Repairman,7422.1300,7243.50,Craft and Related Trades Workers,Electrical and Electronics Trades Workers,Electronics and Telecommunication Installers and Repairers,Information and Communications Technology Installers and Servicers
2587,Infrastructure Engineer,7422.0204,,Craft and Related Trades Workers,Electrical and Electronics Trades Workers,Electronics and Telecommunication Installers and Repairers,Information and Communications Technology Installers and Servicers
2588,Television Repair Technician,7422.1302,,Craft and Related Trades Workers,Electrical and Electronics Trades Workers,Electronics and Telecommunication Installers and Repairers,Information and Communications Technology Installers and Servicers
2589,"Lineman, Telephone and Telegraph",7422.0400,7244.40,Craft and Related Trades Workers,Electrical and Electronics Trades Workers,Electronics and Telecommunication Installers and Repairers,Information and Communications Technology Installers and Servicers
2590,Radio Technician (Radio Manufacturing),7422.1400,7243.60,Craft and Related Trades Workers,Electrical and Electronics Trades Workers,Electronics and Telecommunication Installers and Repairers,Information and Communications Technology Installers and Servicers
2591,"Fault Controller, Telephones",7422.0600,7244.60,Craft and Related Trades Workers,Electrical and Electronics Trades Workers,Electronics and Telecommunication Installers and Repairers,Information and Communications Technology Installers and Servicers
2592,Radio Mechanic,7422.1500,7243.70,Craft and Related Trades Workers,Electrical and Electronics Trades Workers,Electronics and Telecommunication Installers and Repairers,Information and Communications Technology Installers and Servicers
2593,Carrier Attendant (Telephone) and Telegraph,7422.0700,7244.70,Craft and Related Trades Workers,Electrical and Electronics Trades Workers,Electronics and Telecommunication Installers and Repairers,Information and Communications Technology Installers and Servicers
2594,"Radio Craftsman, Installation",7422.1600,7243.75,Craft and Related Trades Workers,Electrical and Electronics Trades Workers,Electronics and Telecommunication Installers and Repairers,Information and Communications Technology Installers and Servicers
2595,Cable Jointer,7422.0800,7245.20,Craft and Related Trades Workers,Electrical and Electronics Trades Workers,Electronics and Telecommunication Installers and Repairers,Information and Communications Technology Installers and Servicers
2596,"Radio Craftsman, Maintenance",7422.1700,7243.80,Craft and Related Trades Workers,Electrical and Electronics Trades Workers,Electronics and Telecommunication Installers and Repairers,Information and Communications Technology Installers and Servicers
2597,Optical Fibre Technician,7422.0801,,Craft and Related Trades Workers,Electrical and Electronics Trades Workers,Electronics and Telecommunication Installers and Repairers,Information and Communications Technology Installers and Servicers
2598,Site Surveyor/R F Site Surveyor,7422.1801,,Craft and Related Trades Workers,Electrical and Electronics Trades Workers,Electronics and Telecommunication Installers and Repairers,Information and Communications Technology Installers and Servicers
2599,Optical Fibre Splicer,7422.0802,,Craft and Related Trades Workers,Electrical and Electronics Trades Workers,Electronics and Telecommunication Installers and Repairers,Information and Communications Technology Installers and Servicers
2600,Assembly Line Operator,7422.1901,,Craft and Related Trades Workers,Electrical and Electronics Trades Workers,Electronics and Telecommunication Installers and Repairers,Information and Communications Technology Installers and Servicers
2601,Radar Mechanic,7422.0900,7243.20,Craft and Related Trades Workers,Electrical and Electronics Trades Workers,Electronics and Telecommunication Installers and Repairers,Information and Communications Technology Installers and Servicers
2602,Field Technician: (Computing and Peripherals),7422.2001,,Craft and Related Trades Workers,Electrical and Electronics Trades Workers,Electronics and Telecommunication Installers and Repairers,Information and Communications Technology Installers and Servicers
2603,X-Ray Mechanic,7422.1000,7243.30,Craft and Related Trades Workers,Electrical and Electronics Trades Workers,Electronics and Telecommunication Installers and Repairers,Information and Communications Technology Installers and Servicers
2604,Installation (Computing and Peripherals),7422.2002,,Craft and Related Trades Workers,Electrical and Electronics Trades Workers,Electronics and Telecommunication Installers and Repairers,Information and Communications Technology Installers and Servicers
2605,Installation and Service Engineer,7422.1001,,Craft and Related Trades Workers,Electrical and Electronics Trades Workers,Electronics and Telecommunication Installers and Repairers,Information and Communications Technology Installers and Servicers
2606,Field Technician: (Networking and Storage),7422.2101,,Craft and Related Trades Workers,Electrical and Electronics Trades Workers,Electronics and Telecommunication Installers and Repairers,Information and Communications Technology Installers and Servicers
2607,"Diver, Pearl",7541.0100,7442.85,Craft and Related Trades Workers,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",Other Craft and Related Workers,Underwater Divers
2608,"Diver, Chank",7541.0200,6152.40,Craft and Related Trades Workers,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",Other Craft and Related Workers,Underwater Divers
2609,Coral Breaker,7541.0300,6152.50,Craft and Related Trades Workers,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",Other Craft and Related Workers,Underwater Divers
2610,Shell Gatherer,7541.0400,6152.60,Craft and Related Trades Workers,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",Other Craft and Related Workers,Underwater Divers
2611,Seaweed Gatherer,7541.0500,6152.70,Craft and Related Trades Workers,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",Other Craft and Related Workers,Underwater Divers
2612,Dress Diver,7541.0600,7216.10,Craft and Related Trades Workers,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",Other Craft and Related Workers,Underwater Divers
2613,Skin Diver,7541.0700,7216.20,Craft and Related Trades Workers,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",Other Craft and Related Workers,Underwater Divers
2614,"Underwater Divers, Other",7541.9900,7216.90,Craft and Related Trades Workers,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",Other Craft and Related Workers,Underwater Divers
2615,"Timberman, Mines",8111.1500,7111.50,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Mining and Mineral Processing Plant Operators,Miners and Quarriers
2616,"Mines, Quarrymen and Related Workers, Other",8111.9900,7111.90,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Mining and Mineral Processing Plant Operators,Miners and Quarriers
2617,"Miner, Coal Cutting Machine",8111.0100,8111.10,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Mining and Mineral Processing Plant Operators,Miners and Quarriers
2618,"Creeperman, Colliery",8111.1600,7111.55,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Mining and Mineral Processing Plant Operators,Miners and Quarriers
2619,Mineral and Stone Processing Plant Operators,8112,,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Mining and Mineral Processing Plant Operators,Miners and Quarriers
2620,"Driller, Machine",8111.0200,8111.20,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Mining and Mineral Processing Plant Operators,Miners and Quarriers
2621,Stowing Worker,8111.1700,7111.60,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Mining and Mineral Processing Plant Operators,Miners and Quarriers
2622,Wagon Driller,8111.0300,8111.30,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Mining and Mineral Processing Plant Operators,Miners and Quarriers
2623,"Packer, Rock",8111.1800,7111.65,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Mining and Mineral Processing Plant Operators,Miners and Quarriers
2624,Diamond Driller,8111.0400,8111.40,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Mining and Mineral Processing Plant Operators,Miners and Quarriers
2625,"Sampler, Mining/Sampler Metal/Non-Metal",8111.1900,7111.68,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Mining and Mineral Processing Plant Operators,Miners and Quarriers
2626,Rig Mouted Drill Operator,8111.0401,,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Mining and Mineral Processing Plant Operators,Miners and Quarriers
2627,"Groove Cutter, Mining",8111.2000,7111.70,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Mining and Mineral Processing Plant Operators,Miners and Quarriers
2628,Pick Miners,8111.0500,7111.10,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Mining and Mineral Processing Plant Operators,Miners and Quarriers
2629,Bratticeman,8111.2100,7111.72,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Mining and Mineral Processing Plant Operators,Miners and Quarriers
2630,"Miner, Metal",8111.0600,7111.15,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Mining and Mineral Processing Plant Operators,Miners and Quarriers
2631,"Driller, Hand",8111.2200,7111.74,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Mining and Mineral Processing Plant Operators,Miners and Quarriers
2632,"Miner, Mica",8111.0700,7111.20,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Mining and Mineral Processing Plant Operators,Miners and Quarriers
2633,Shaft Worker,8111.2300,7111.75,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Mining and Mineral Processing Plant Operators,Miners and Quarriers
2634,"Miner, Coal",8111.0700,7111.25,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Mining and Mineral Processing Plant Operators,Miners and Quarriers
2635,Banksman,8111.2400,7111.76,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Mining and Mineral Processing Plant Operators,Miners and Quarriers
2636,"Quarryman, Stone/Quarryman, Non-Metal",8111.0900,7111.30,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Mining and Mineral Processing Plant Operators,Miners and Quarriers
2637,Jackman,8111.2500,7111.77,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Mining and Mineral Processing Plant Operators,Miners and Quarriers
2638,"Quarryman, Other",8111.1000,7111.35,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Mining and Mineral Processing Plant Operators,Miners and Quarriers
2639,"Scraper Driver, Mines",8111.2600,7111.78,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Mining and Mineral Processing Plant Operators,Miners and Quarriers
2640,Main Header Colliery,8111.1100,7111.40,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Mining and Mineral Processing Plant Operators,Miners and Quarriers
2641,Sprinkler and Other Vehicle Driver,8111.2601,,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Mining and Mineral Processing Plant Operators,Miners and Quarriers
2642,"Stone Cutter, Mines",8111.1200,7111.45,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Mining and Mineral Processing Plant Operators,Miners and Quarriers
2643,"Shovel Operator, Mines",8111.2700,7111.80,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Mining and Mineral Processing Plant Operators,Miners and Quarriers
2644,"Roof Bolter, Mining",8111.1300,7111.47,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Mining and Mineral Processing Plant Operators,Miners and Quarriers
2645,"Trammer, Mines",8111.2800,7111.85,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Mining and Mineral Processing Plant Operators,Miners and Quarriers
2646,Mine Cutting and Channelling Machine Operator,8111.1400,7111.49,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Mining and Mineral Processing Plant Operators,Miners and Quarriers
2647,Wire Saw Operator,8111.2901,,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Mining and Mineral Processing Plant Operators,Miners and Quarriers
2648,Pulveriser Operator,8112.0200,8112.15,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Mining and Mineral Processing Plant Operators,"Crusher Operator, Mineral"
2649,Stamp Mill Operator,8112.0300,8112.20,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Mining and Mineral Processing Plant Operators,"Crusher Operator, Mineral"
2650,Cynideman,8112.0400,8112.30,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Mining and Mineral Processing Plant Operators,"Crusher Operator, Mineral"
2651,Precipitator,8112.0500,8112.40,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Mining and Mineral Processing Plant Operators,"Crusher Operator, Mineral"
2652,Washing Plant Operator,8112.0600,8112.45,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Mining and Mineral Processing Plant Operators,"Crusher Operator, Mineral"
2653,"Stone Sawyer, Machine",8112.0700,8112.50,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Mining and Mineral Processing Plant Operators,"Crusher Operator, Mineral"
