sno,title,nco_2015,nco_2004,division,sub_division,group,family
1091,Robotic Machine Operator,3139.1400,8172.10,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Process Control Technicians,Process Control Technicians Not Elsewhere Classified
1092,"Industrial Robot Operators, Other",3139.9900,8172.90,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Process Control Technicians,Process Control Technicians Not Elsewhere Classified
1093,Autocomponent Assembly Fitter,3139.1501,,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Process Control Technicians,Process Control Technicians Not Elsewhere Classified
1094,Assembly Supervisor,3139.2001,,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Process Control Technicians,Process Control Technicians Not Elsewhere Classified
1095,Quality Control Inspector,3139.5001,,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Process Control Technicians,Process Control Technicians Not Elsewhere Classified
1096,Quality Controller,3139.5002,,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Process Control Technicians,Process Control Technicians Not Elsewhere Classified
1097,"Digester Operator, Paper Pulp",3139.0100,8142.20,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Process Control Technicians,Process Control Technicians Not Elsewhere Classified
1098,"Beaterman, Paper Pulp",3139.0200,8142.55,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Process Control Technicians,Process Control Technicians Not Elsewhere Classified
1099,"Machineman, Paper, Wet End",3139.0300,8143.15,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Process Control Technicians,Process Control Technicians Not Elsewhere Classified
1100,"Machineman, Paper, Dry End",3139.0400,8143.25,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Process Control Technicians,Process Control Technicians Not Elsewhere Classified
1101,"Laboratory Assistant, Zoological",3141.0100,3211.10,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Life Science Technicians and Related Associate Professionals,Life Science Technicians (Excluding Medical)
1102,"Laboratory Assistant, Botanical",3141.0200,3211.20,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Life Science Technicians and Related Associate Professionals,Life Science Technicians (Excluding Medical)
1103,Taxidermist,3141.0300,3211.30,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Life Science Technicians and Related Associate Professionals,Life Science Technicians (Excluding Medical)
1104,"Life Science Technicians (Excluding Medical), Other",3141.9900,,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Life Science Technicians and Related Associate Professionals,Life Science Technicians (Excluding Medical)
1105,Micro Irrigation Technician,3142.0101,,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Life Science Technicians and Related Associate Professionals,Agricultural Technicians
1106,Bare Foot Technician (BFT),3142.0201,,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Life Science Technicians and Related Associate Professionals,Agricultural Technicians
1107,"Agricultural Technicians, Others",3142.9900,,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Life Science Technicians and Related Associate Professionals,Agricultural Technicians
1108,"Third Engineer, Ship",3151.0300,3141.30,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Ship and Aircraft Controllers, and Technicians",Ship’s Engineers
1109,"Fourth Engineer, Ship",3151.0400,3141.40,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Ship and Aircraft Controllers, and Technicians",Ship’s Engineers
1110,"Fifth Engineer, Ship/Junior Engineer",3151.0500,3141.50,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Ship and Aircraft Controllers, and Technicians",Ship’s Engineers
1111,"Ship and Aircraft Controllers and Technicians, Other",3151.9900,3141.90,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Ship and Aircraft Controllers, and Technicians",Ship’s Engineers
1112,"Chief Engineer, Ship",3151.0100,3141.10,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Ship and Aircraft Controllers, and Technicians",Ship’s Engineers
1113,"Second Engineer, Ship",3151.0200,3141.20,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Ship and Aircraft Controllers, and Technicians",Ship’s Engineers
1114,"Captain, Ship/Master",3152.0100,3142.10,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Ship and Aircraft Controllers, and Technicians",Ship’s Deck Officers and Pilots
1115,"Chief Officer, Ship",3152.0200,3142.20,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Ship and Aircraft Controllers, and Technicians",Ship’s Deck Officers and Pilots
1116,"Second Officer, Ship",3152.0300,3142.30,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Ship and Aircraft Controllers, and Technicians",Ship’s Deck Officers and Pilots
1117,"Third Officer, Ship",3152.0400,3142.40,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Ship and Aircraft Controllers, and Technicians",Ship’s Deck Officers and Pilots
1118,Harbour Master,3152.0500,3142.50,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Ship and Aircraft Controllers, and Technicians",Ship’s Deck Officers and Pilots
1119,Pilot Ship/Bay Pilot/Harbour Pilot/Channel Pilot,3152.0600,3142.60,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Ship and Aircraft Controllers, and Technicians",Ship’s Deck Officers and Pilots
1120,Ferry Officer,3152.0900,3142.85,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Ship and Aircraft Controllers, and Technicians",Ship’s Deck Officers and Pilots
1121,"Ship’s Deck Officers and Pilots, Other",3152.9900,3142.90,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Ship and Aircraft Controllers, and Technicians",Ship’s Deck Officers and Pilots
1122,"Pilot, Glider",3153.0500,3143.50,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Ship and Aircraft Controllers, and Technicians",Aircraft Pilots and Related Associate Professionals
1123,"Chief Navigator, Aircraft",3153.0600,3143.60,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Ship and Aircraft Controllers, and Technicians",Aircraft Pilots and Related Associate Professionals
1124,"Check Navigator, Aircraft",3153.0700,3143.65,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Ship and Aircraft Controllers, and Technicians",Aircraft Pilots and Related Associate Professionals
1125,"Navigator, Aircraft",3153.0800,3143.70,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Ship and Aircraft Controllers, and Technicians",Aircraft Pilots and Related Associate Professionals
1126,Chief Flight Engineer,3153.0900,3143.80,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Ship and Aircraft Controllers, and Technicians",Aircraft Pilots and Related Associate Professionals
1127,Check Flight Engineer,3153.1000,3143.82,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Ship and Aircraft Controllers, and Technicians",Aircraft Pilots and Related Associate Professionals
1128,Flight Engineer,3153.1100,3143.84,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Ship and Aircraft Controllers, and Technicians",Aircraft Pilots and Related Associate Professionals
1129,"Aircraft Pilots and Related Associate Professionals, Other",3153.9900,3143.90,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Ship and Aircraft Controllers, and Technicians",Aircraft Pilots and Related Associate Professionals
1130,"Chief Pilot, Aircraft",3153.0100,3143.10,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Ship and Aircraft Controllers, and Technicians",Aircraft Pilots and Related Associate Professionals
1131,Check Pilot,3153.0200,3143.20,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Ship and Aircraft Controllers, and Technicians",Aircraft Pilots and Related Associate Professionals
1132,"Pilot, General",3153.0300,3143.30,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Ship and Aircraft Controllers, and Technicians",Aircraft Pilots and Related Associate Professionals
1133,"Aircraft Pilot, Specialized",3153.0400,3143.40,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Ship and Aircraft Controllers, and Technicians",Aircraft Pilots and Related Associate Professionals
1134,Air Traffic Controller Specialist,3154.0100,3144.10,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Ship and Aircraft Controllers, and Technicians",Air Traffic Controllers
1135,"Traffic Controller, Air Service",3154.0200,3144.20,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Ship and Aircraft Controllers, and Technicians",Air Traffic Controllers
1136,"Air Traffic Controllers, Other",3154.9900,3144.90,Technicians and Associate Professionals,Science and Engineering Associate Professionals,"Ship and Aircraft Controllers, and Technicians",Air Traffic Controllers
1137,"Medical Imaging and Therapeutic Equipment Technicians, Other",3211.9900,3133.90,Technicians and Associate Professionals,Health Associate Professionals,Medical and Pharmaceutical Technicians,Medical Imaging and Therapeutic Equipment Technicians
1138,X-Ray Technician,3211.0100,3133.10,Technicians and Associate Professionals,Health Associate Professionals,Medical and Pharmaceutical Technicians,Medical Imaging and Therapeutic Equipment Technicians
1139,Radiology Technician,3211.0101,,Technicians and Associate Professionals,Health Associate Professionals,Medical and Pharmaceutical Technicians,Medical Imaging and Therapeutic Equipment Technicians
1140,Bio-Medical Equipment Technician,3211.0200,3133.20,Technicians and Associate Professionals,Health Associate Professionals,Medical and Pharmaceutical Technicians,Medical Imaging and Therapeutic Equipment Technicians
1141,Medical Equipment Technician,3211.0501,,Technicians and Associate Professionals,Health Associate Professionals,Medical and Pharmaceutical Technicians,Medical Imaging and Therapeutic Equipment Technicians
1142,Cardiac Care Technician,3211.0801,,Technicians and Associate Professionals,Health Associate Professionals,Medical and Pharmaceutical Technicians,Medical Imaging and Therapeutic Equipment Technicians
1143,Operation Theatre Technician,3212.0101,3211.40,Technicians and Associate Professionals,Health Associate Professionals,Medical and Pharmaceutical Technicians,Medical and Pathology Laboratory Technicians
1144,Dialysis Technician,3212.0201,3211.50,Technicians and Associate Professionals,Health Associate Professionals,Medical and Pharmaceutical Technicians,Medical and Pathology Laboratory Technicians
1145,Anaesthesia Technician,3212.0301,,Technicians and Associate Professionals,Health Associate Professionals,Medical and Pharmaceutical Technicians,Medical and Pathology Laboratory Technicians
1146,Histotechnician,3212.0501,,Technicians and Associate Professionals,Health Associate Professionals,Medical and Pharmaceutical Technicians,Medical and Pathology Laboratory Technicians
1147,Phlebotomy Technician,3212.0601,,Technicians and Associate Professionals,Health Associate Professionals,Medical and Pharmaceutical Technicians,Medical and Pathology Laboratory Technicians
1148,Blood Bank Technician,3212.0602,,Technicians and Associate Professionals,Health Associate Professionals,Medical and Pharmaceutical Technicians,Medical and Pathology Laboratory Technicians
1149,Medical Laboratory Technician,3212.0701,,Technicians and Associate Professionals,Health Associate Professionals,Medical and Pharmaceutical Technicians,Medical and Pathology Laboratory Technicians
1150,"Dialysis Technician Life Science Technicians, Other",3212.9900,3211.90,Technicians and Associate Professionals,Health Associate Professionals,Medical and Pharmaceutical Technicians,Medical and Pathology Laboratory Technicians
1151,Pharmacist,3213.0100,3228.10,Technicians and Associate Professionals,Health Associate Professionals,Medical and Pharmaceutical Technicians,Pharmaceutical Technicians and Assistants
1152,Pharmacy Assistant,3213.0101,,Technicians and Associate Professionals,Health Associate Professionals,Medical and Pharmaceutical Technicians,Pharmaceutical Technicians and Assistants
1153,"Laboratory Assistant, Pharmaceutical",3213.0200,3228.20,Technicians and Associate Professionals,Health Associate Professionals,Medical and Pharmaceutical Technicians,Pharmaceutical Technicians and Assistants
1154,"Pharmaceutical Assistants, Other",3213.9900,3228.90,Technicians and Associate Professionals,Health Associate Professionals,Medical and Pharmaceutical Technicians,Pharmaceutical Technicians and Assistants
1155,"Mechanic, Dental",3214.0100,7311.80,Technicians and Associate Professionals,Health Associate Professionals,Medical and Pharmaceutical Technicians,Medical and Dental Prosthetic Technicians
1156,"Medical and Dental Prosthetic Technicians, Other",3214.9900,,Technicians and Associate Professionals,Health Associate Professionals,Medical and Pharmaceutical Technicians,Medical and Dental Prosthetic Technicians
1157,"Nurse, Industrial",3221.0200,3231.20,Technicians and Associate Professionals,Health Associate Professionals,Nursing and Midwifery Associate Professionals,Nursing Associate Professionals
1158,Nursing Attendant,3221.0300,3231.30,Technicians and Associate Professionals,Health Associate Professionals,Nursing and Midwifery Associate Professionals,Nursing Associate Professionals
1159,"Nursing Associate Professionals, Other",3221.9900,3231.90,Technicians and Associate Professionals,Health Associate Professionals,Nursing and Midwifery Associate Professionals,Nursing Associate Professionals
1160,"Nurse, General",3221.0100,3231.10,Technicians and Associate Professionals,Health Associate Professionals,Nursing and Midwifery Associate Professionals,Nursing Associate Professionals
1161,Midwife,3222.0100,3232.10,Technicians and Associate Professionals,Health Associate Professionals,Nursing and Midwifery Associate Professionals,Midwifery Associate Professionals
1162,Midwifery Attendant,3222.0200,3232.20,Technicians and Associate Professionals,Health Associate Professionals,Nursing and Midwifery Associate Professionals,Midwifery Associate Professionals
1163,Lady Health Visitor/ASHA Worker/Anganwadi Worker,3222.0300,3232.30,Technicians and Associate Professionals,Health Associate Professionals,Nursing and Midwifery Associate Professionals,Midwifery Associate Professionals
1164,"Midwifery Associate Professionals, Other",3222.9900,3232.90,Technicians and Associate Professionals,Health Associate Professionals,Nursing and Midwifery Associate Professionals,Midwifery Associate Professionals
1165,"Vaccinator, Veterinary",3240.0100,3227.10,Technicians and Associate Professionals,Health Associate Professionals,Veterinary Technicians and Assistants,Veterinary Technicians and Assistants
1166,Stockman,3240.0200,3227.20,Technicians and Associate Professionals,Health Associate Professionals,Veterinary Technicians and Assistants,Veterinary Technicians and Assistants
1167,Animal Keeper,3240.0300,3227.30,Technicians and Associate Professionals,Health Associate Professionals,Veterinary Technicians and Assistants,Veterinary Technicians and Assistants
1168,"Laboratory Technician, Artificial Breeding",3240.0400,3227.40,Technicians and Associate Professionals,Health Associate Professionals,Veterinary Technicians and Assistants,Veterinary Technicians and Assistants
1169,"Veterinary Technicians and Assistants, Other",3240.9900,3227.90,Technicians and Associate Professionals,Health Associate Professionals,Veterinary Technicians and Assistants,Veterinary Technicians and Assistants
1170,Dental Assistant,3251.0101,3225.10,Technicians and Associate Professionals,Health Associate Professionals,Other Health Associate Professionals,Dental Assistants and Therapists
1171,"Dental Assistants and Therapists, Other",3251.9900,3225.90,Technicians and Associate Professionals,Health Associate Professionals,Other Health Associate Professionals,Dental Assistants and Therapists
1172,Medical Records and Health Information Technician,3252.0101,,Technicians and Associate Professionals,Health Associate Professionals,Other Health Associate Professionals,Medical Records and Health Information Technicians
1173,Frontline Health Worker,3253.0201,,Technicians and Associate Professionals,Health Associate Professionals,Other Health Associate Professionals,Community Health Workers
1174,"Community Health Workers, Other",3253.9900,,Technicians and Associate Professionals,Health Associate Professionals,Other Health Associate Professionals,Community Health Workers
1175,Diabetes Educator,3253.0101,,Technicians and Associate Professionals,Health Associate Professionals,Other Health Associate Professionals,Community Health Workers
1176,"Optician, General",3254.0100,3224.10,Technicians and Associate Professionals,Health Associate Professionals,Other Health Associate Professionals,Dispensing Opticians
1177,"Optician, Contact Lens",3254.0200,3224.20,Technicians and Associate Professionals,Health Associate Professionals,Other Health Associate Professionals,Dispensing Opticians
1178,"Dispensing Opticians, Other",3254.9900,,Technicians and Associate Professionals,Health Associate Professionals,Other Health Associate Professionals,Dispensing Opticians
1179,Assistant Physiotherapist,3255.0101,,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Other Health Associate Professionals,Physiotherapy Technicians and Assistants
